rank,Name,Img,Page_link,Genres,Percentage,Users,row format,episodes,date,status,Action,Adventure,Drama,Fantasy,Mystery,Slice of Life,Comedy,Sci-Fi,Psychological,Thriller,Romance,Supernatural,Sports,Ecchi,Mecha,Horror,Music,Mahou Shoujo
876,Urusei Yatsura Movie 2: Beautiful Dreamer,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1921-YYKPVDPdHXbH.png,https://anilist.co/anime/1921/Urusei-Yatsura-Movie-2-Beautiful-Dreamer/,"['Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",75,2413,Movie,1,Winter 1984,Finished,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
877,Meitantei Conan: Meikyuu no Crossroad,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b1366-HagxGRQPfiHk.png,https://anilist.co/anime/1366/Meitantei-Conan-Meikyuu-no-Crossroad/,"['Adventure', 'Mystery']",75,4677,Movie,1,Spring 2003,Finished,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
878,Paradise Kiss,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b322-0ZasLjSbNeui.jpg,https://anilist.co/anime/322/Paradise-Kiss/,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",75,14402,TV Show,12,Fall 2005,Finished,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
879,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx112124-Q2L0BdzThT39.jpg,https://anilist.co/anime/112124/Dungeon-ni-Deai-wo-Motomeru-no-wa-Machigatteiru-Darou-ka-III/,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",74,45698,TV Show,12,Airing,Ep 8 airing in 2 days,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
880,Asobi Asobase Specials,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx104368-DMs3a0C4GXLn.jpg,https://anilist.co/anime/104368/Asobi-Asobase-Specials/,['Comedy'],74,5732,Special,2,Fall 2018,Finished,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
881,Hoozuki no Reitetsu 2: Part II,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/100852-aRPZElo6Pni8.jpg,https://anilist.co/anime/100852/Hoozuki-no-Reitetsu-2-Part-II/,"['Comedy', 'Fantasy', 'Supernatural']",74,3474,TV Show,13,Spring 2018,Finished,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
882,Net-juu no Susume,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx99726-tta6v7TKGYKa.jpg,https://anilist.co/anime/99726/Netjuu-no-Susume/,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Slice of Life']",74,52721,TV Show,10,Fall 2017,Finished,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
883,Hibike! Euphonium Movie: Todoketai Melody,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx98876-krwPsUODyWin.jpg,https://anilist.co/anime/98876/Hibike-Euphonium-Movie-Todoketai-Melody/,"['Drama', 'Music', 'Slice of Life']",74,3903,Movie,1,Summer 2017,Finished,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
884,Cardcaptor Sakura: Clear Card-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx97881-QGpBWNtdCxrZ.png,https://anilist.co/anime/97881/Cardcaptor-Sakura-Clear-Cardhen/,"['Adventure', 'Fantasy', 'Mahou Shoujo', 'Romance']",74,15135,TV Show,22,Winter 2018,Finished,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
885,Pocket Monsters XY&Z,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21356-Ahl6GTmEwp4a.png,https://anilist.co/anime/21356/Pocket-Monsters-XYZ/,"['Action', 'Adventure', 'Comedy', 'Fantasy']",74,10598,TV Show,47,Fall 2015,Finished,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
886,Dragon Ball Kai (2014),https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20635-gUYy4KZfYRb0.jpg,https://anilist.co/anime/20635/Dragon-Ball-Kai-2014/,"['Action', 'Adventure', 'Comedy']",74,15903,TV Show,61,Spring 2014,Finished,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
887,Shingeki no Bahamut: GENESIS,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20590-LuMDAd75Kg3C.jpg,https://anilist.co/anime/20590/Shingeki-no-Bahamut-GENESIS/,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",74,41379,TV Show,12,Fall 2014,Finished,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
888,Break Blade 3: Kyoujin no Ato,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9252.jpg,https://anilist.co/anime/9252/Break-Blade-3-Kyoujin-no-Ato/,"['Action', 'Fantasy', 'Mecha']",74,6154,Movie,47,Fall 2010,Finished,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
889,Tegami Bachi Reverse,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8311.jpg,https://anilist.co/anime/8311/Tegami-Bachi-Reverse/,"['Adventure', 'Fantasy', 'Supernatural']",74,5743,TV Show,25,Fall 2010,Finished,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
890,Tanoshii Moomin Ikka,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/2150.jpg,https://anilist.co/anime/2150/Tanoshii-Moomin-Ikka/,"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']",74,2617,TV Show,78,Spring 1990,Finished,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
891,Eikoku Koi Monogatari Emma: Molders-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx2035-yudjGh3sDaRz.jpg,https://anilist.co/anime/2035/Eikoku-Koi-Monogatari-Emma-Moldershen/,"['Drama', 'Romance', 'Slice of Life']",74,2359,TV Show,12,Spring 2007,Finished,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
892,Black Jack,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1520-4AFl8cpVoRQU.jpg,https://anilist.co/anime/1520/Black-Jack/,"['Action', 'Adventure', 'Drama', 'Mystery', 'Supernatural']",74,4463,OVA,10,1993 - 2000,Finished,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
893,Saiunkoku Monogatari,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx957-FgHMLrokWm4x.png,https://anilist.co/anime/957/Saiunkoku-Monogatari/,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",74,6690,TV Show,39,Spring 2006,Finished,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
894,Seihou Bukyou Outlaw Star,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx400-8XNCuqU7MWiy.png,https://anilist.co/anime/400/Seihou-Bukyou-Outlaw-Star/,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",74,14024,TV Show,24,Winter 1998,Finished,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
895,Kareshi Kanojo no Jijou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx145-PBhmfYZ0gHdq.png,https://anilist.co/anime/145/Kareshi-Kanojo-no-Jijou/,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",74,21596,TV Show,26,Fall 1998,Finished,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
896,veil,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx111730-AzXzW9fMUlco.png,https://anilist.co/anime/111730/veil/,['Psychological'],74,703,Music,1,Summer 2019,Finished,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
897,BNA,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx110354-JJKR42frJABe.jpg,https://anilist.co/anime/110354/BNA/,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",74,43903,ONA,12,Spring 2020,Finished,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
898,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta…,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx104647-dMGZSavRxHcM.jpg,https://anilist.co/anime/104647/Otome-Game-no-Hametsu-Flag-shika-Nai-Akuyaku-Reijou-ni-Tensei-shiteshimatta/,"['Comedy', 'Fantasy', 'Romance', 'Slice of Life']",74,39811,TV Show,12,Spring 2020,Finished,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
899,Hoshiai no Sora,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx104052-8EXD6e4B2AKK.jpg,https://anilist.co/anime/104052/Hoshiai-no-Sora/,"['Drama', 'Slice of Life', 'Sports']",74,24063,TV Show,12,Fall 2019,Finished,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
900,5-Toubun no Hanayome,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx103572-2MXV30htoCSh.png,https://anilist.co/anime/103572/5Toubun-no-Hanayome/,"['Comedy', 'Romance', 'Slice of Life']",74,62971,TV Show,12,Winter 2019,Finished,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
901,Pingu in the City,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx99994-jApr7drb87Bn.jpg,https://anilist.co/anime/99994/Pingu-in-the-City/,"['Comedy', 'Slice of Life']",74,6445,TV Short,26,Fall 2017,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
902,Love Live! Sunshine!! 2nd Season,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx98349-kj4hp8iNSzLr.jpg,https://anilist.co/anime/98349/Love-Live-Sunshine-2nd-Season/,"['Music', 'Slice of Life']",74,17971,TV Show,13,Fall 2017,Finished,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
903,Fune wo Amu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21703-rXiXsRgiIO12.jpg,https://anilist.co/anime/21703/Fune-wo-Amu/,"['Drama', 'Romance', 'Slice of Life']",74,15479,TV Show,11,Fall 2016,Finished,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
904,Udon no Kuni no Kiniro Kemari,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21631-k0SsKyeorkyl.jpg,https://anilist.co/anime/21631/Udon-no-Kuni-no-Kiniro-Kemari/,"['Fantasy', 'Slice of Life']",74,14765,TV Show,12,Fall 2016,Finished,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
905,Sword Art Online: Ordinal Scale,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx21403-k8DZhZ3x1BCO.png,https://anilist.co/anime/21403/Sword-Art-Online-Ordinal-Scale/,"['Action', 'Adventure', 'Fantasy', 'Romance']",74,67489,Movie,1,Winter 2017,Finished,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
906,Charlotte,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx20997-FGhaAtfnXCsH.jpg,https://anilist.co/anime/20997/Charlotte/,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Supernatural']",74,122842,TV Show,13,Summer 2015,Finished,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
907,Yamada-kun to 7-nin no Majo,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20966-HboUtUzEKWl6.jpg,https://anilist.co/anime/20966/Yamadakun-to-7nin-no-Majo/,"['Comedy', 'Mystery', 'Romance', 'Supernatural']",74,69055,TV Show,12,Spring 2015,Finished,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
908,K: Missing Kings,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx16904-MqA6kzSdRDsK.jpg,https://anilist.co/anime/16904/K-Missing-Kings/,"['Action', 'Supernatural']",74,24792,Movie,1,Summer 2014,Finished,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
909,Panty & Stocking with Garterbelt,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx8795-lB0XvcH8ztx9.png,https://anilist.co/anime/8795/Panty--Stocking-with-Garterbelt/,"['Action', 'Comedy', 'Ecchi', 'Supernatural']",74,37542,TV Show,13,Fall 2010,Finished,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
910,Sekaiichi Hatsukoi OVA,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/8063.jpg,https://anilist.co/anime/8063/Sekaiichi-Hatsukoi-OVA/,"['Comedy', 'Romance']",74,4478,OVA,2,Spring 2011,Finished,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
911,Slayers Try,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1172-lNafo4vTzqho.png,https://anilist.co/anime/1172/Slayers-Try/,"['Adventure', 'Comedy', 'Fantasy']",74,4441,TV Show,26,Spring 1997,Finished,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
912,Kidou Senshi Gundam III: Meguriai Uchuu-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1092-d63YkjJ9nqwJ.png,https://anilist.co/anime/1092/Kidou-Senshi-Gundam-III-Meguriai-Uchuuhen/,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",74,4392,Movie,2,Spring 1982,Finished,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
913,Crayon Shin-chan,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b966-QUCdKAk4ls9J.jpg,https://anilist.co/anime/966/Crayon-Shinchan/,"['Comedy', 'Ecchi', 'Slice of Life']",74,6297,TV Show,[],Airing Since 1992,Ep 1099 airing in 2 days,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
914,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx401-aHXH09Vjfo0S.png,https://anilist.co/anime/401/Rurouni-Kenshin-Meiji-Kenkaku-Romantan--Seisouhen/,"['Drama', 'Romance']",74,6234,OVA,2,Winter 2001,Finished,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
915,Seikai no Senki II,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx397-mngW4FJxfPTl.png,https://anilist.co/anime/397/Seikai-no-Senki-II/,"['Action', 'Romance', 'Sci-Fi']",74,2558,TV Show,10,Summer 2001,Finished,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
916,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20805-BkuE7ocZWFz7.png,https://anilist.co/anime/20805/Tamayura-Sotsugyou-Shashin-Part-1--Kizashi/,"['Comedy', 'Drama', 'Slice of Life']",74,2158,Movie,52,Spring 2015,Finished,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
917,Persona 3 the Movie 2: Midsummer Knight's Dream,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20736-OM7kPkd1aVdE.jpg,https://anilist.co/anime/20736/Persona-3-the-Movie-2-Midsummer-Knights-Dream/,"['Action', 'Fantasy', 'Supernatural']",74,10064,Movie,1,Spring 2014,Finished,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
918,Non Non Biyori: Okinawa e Ikukoto ni Natta,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20497-pVKkeqqNWhDs.png,https://anilist.co/anime/20497/Non-Non-Biyori-Okinawa-e-Ikukoto-ni-Natta/,"['Comedy', 'Slice of Life']",74,10013,OVA,1,Summer 2014,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
919,Binbougami ga!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx13535-gf9MSAFgTDkj.png,https://anilist.co/anime/13535/Binbougami-ga/,"['Adventure', 'Comedy', 'Supernatural']",74,25580,TV Show,13,Summer 2012,Finished,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
920,Hourou Musuko Specials,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n10935-RWm5fl5JnB3d.png,https://anilist.co/anime/10935/Hourou-Musuko-Specials/,"['Drama', 'Slice of Life']",74,1895,Special,2,Summer 2011,Finished,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
921,The Idolm@ster,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx10278-FnbOihGuSpfc.jpg,https://anilist.co/anime/10278/The-Idolmster/,"['Comedy', 'Drama', 'Music', 'Slice of Life']",74,22871,TV Show,25,Summer 2011,Finished,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
922,Macross Frontier: Itsuwari no Utahime,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx5310-XvFJTkCobkvk.jpg,https://anilist.co/anime/5310/Macross-Frontier-Itsuwari-no-Utahime/,"['Action', 'Mecha', 'Music', 'Romance', 'Sci-Fi']",74,3994,Movie,2,Fall 2009,Finished,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
923,Maria-sama ga Miteru 4th Season,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx3750-ZKLLtu5mq9Wd.jpg,https://anilist.co/anime/3750/Mariasama-ga-Miteru-4th-Season/,"['Drama', 'Slice of Life']",74,2212,TV Show,13,Winter 2009,Finished,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
924,Densetsu Kyojin Ideon: Hatsudou-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx2761-3hWAkJ69gBKL.jpg,https://anilist.co/anime/2761/Densetsu-Kyojin-Ideon-Hatsudouhen/,"['Drama', 'Mecha', 'Sci-Fi']",74,1452,Movie,1,Summer 1982,Finished,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
925,Meitantei Conan: Suihei Senjou no Sutoratejii,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1505.jpg,https://anilist.co/anime/1505/Meitantei-Conan-Suihei-Senjou-no-Sutoratejii/,"['Adventure', 'Comedy', 'Mystery']",74,4453,Movie,1,Spring 2005,Finished,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
926,Mind Game,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx875-kvQVUKDPcAKl.png,https://anilist.co/anime/875/Mind-Game/,"['Adventure', 'Comedy', 'Psychological', 'Romance']",74,10105,Movie,1,Summer 2004,Finished,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
927,Digimon Tamers,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx874-3uug3PiSeyf7.jpg,https://anilist.co/anime/874/Digimon-Tamers/,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",74,17174,TV Show,51,Spring 2001,Finished,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
928,Onii-sama e...,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx795-c4E0IUVtinKu.jpg,https://anilist.co/anime/795/Oniisama-e/,"['Drama', 'Psychological']",74,5629,TV Show,39,Summer 1991,Finished,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
929,Bishoujo Senshi Sailor Moon R,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx740-Et6FjY3NMIAm.jpg,https://anilist.co/anime/740/Bishoujo-Senshi-Sailor-Moon-R/,"['Action', 'Fantasy', 'Mahou Shoujo', 'Romance']",74,12594,TV Show,43,Spring 1993,Finished,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
930,Kidou Keisatsu Patlabor ON TELEVISION,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx324-fAAhdp1NQIts.jpg,https://anilist.co/anime/324/Kidou-Keisatsu-Patlabor-ON-TELEVISION/,"['Comedy', 'Mecha', 'Sci-Fi']",74,5089,TV Show,47,Fall 1989,Finished,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
931,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx112301-P1K5zjiQfacn.jpg,https://anilist.co/anime/112301/Maou-Gakuin-no-Futekigousha-Shijou-Saikyou-no-Maou-no-Shiso-Tensei-shite-Shisontachi-no-Gakkou-e-Kayou/,"['Action', 'Comedy', 'Fantasy']",74,54430,TV Show,13,Summer 2020,Finished,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
932,Hollowness,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx107740-Zj6XysvvNv8S.png,https://anilist.co/anime/107740/Hollowness/,['Music'],74,1207,Music,1,2018,Finished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
933,Meitantei Conan: Zero no Shikkounin,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b100653-xPsgKNB4geOQ.jpg,https://anilist.co/anime/100653/Meitantei-Conan-Zero-no-Shikkounin/,"['Adventure', 'Comedy', 'Mystery']",74,2722,Movie,1,Spring 2018,Finished,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
934,orange,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx21647-GV5JGjhp5QEL.png,https://anilist.co/anime/21647/orange/,"['Drama', 'Romance', 'Supernatural']",74,74049,TV Show,13,Summer 2016,Finished,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
935,Kyoukai no Kanata Movie: I'LL BE HERE - Kako-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx20768-etgRse3k3yg9.jpg,https://anilist.co/anime/20768/Kyoukai-no-Kanata-Movie-ILL-BE-HERE--Kakohen/,"['Drama', 'Fantasy', 'Slice of Life', 'Supernatural']",74,16307,Movie,1,Winter 2015,Finished,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
936,Servant x Service,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx18119-L4l1JsqrzATj.png,https://anilist.co/anime/18119/Servant-x-Service/,"['Comedy', 'Romance', 'Slice of Life']",74,25260,TV Show,13,Summer 2013,Finished,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
937,Tamayura: More Aggressive,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx15731-RCmSh1eqgZxI.jpg,https://anilist.co/anime/15731/Tamayura-More-Aggressive/,"['Comedy', 'Drama', 'Slice of Life']",74,3633,TV Show,12,Summer 2013,Finished,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
938,Toshokan Sensou: Kakumei no Tsubasa,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx11001-hiWkp5cRDi1n.jpg,https://anilist.co/anime/11001/Toshokan-Sensou-Kakumei-no-Tsubasa/,"['Action', 'Comedy', 'Romance']",74,2603,Movie,1,Summer 2012,Finished,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
939,So Ra No Wo To,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx6802-MmsfM8KAgZuR.jpg,https://anilist.co/anime/6802/So-Ra-No-Wo-To/,"['Music', 'Sci-Fi', 'Slice of Life']",74,23186,TV Show,12,Winter 2010,Finished,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
940,Les Misérables: Shoujo Cosette,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1695.jpg,https://anilist.co/anime/1695/Les-Misrables-Shoujo-Cosette/,"['Drama', 'Slice of Life']",74,2940,TV Show,52,Winter 2007,Finished,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
941,Memories,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1462-PEj09dPw5KM2.png,https://anilist.co/anime/1462/Memories/,"['Adventure', 'Comedy', 'Drama', 'Horror', 'Mystery', 'Psychological', 'Sci-Fi']",74,11829,Movie,3,Fall 1995,Finished,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
942,Top wo Nerae 2! Diebuster,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx1002-W7vQj8WSzAxf.jpg,https://anilist.co/anime/1002/Top-wo-Nerae-2-Diebuster/,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']",74,11740,OVA,6,2004 - 2006,Finished,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
943,Tennis no Ouji-sama,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx22-8Qg3NZXH6asP.png,https://anilist.co/anime/22/Tennis-no-Oujisama/,"['Action', 'Comedy', 'Sports']",74,13445,TV Show,178,2001 - 2005,Finished,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
944,Uchuu Patrol Luluco,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21637-6SulVMOqv77m.jpg,https://anilist.co/anime/21637/Uchuu-Patrol-Luluco/,"['Action', 'Adventure', 'Comedy', 'Romance', 'Sci-Fi']",74,25062,TV Short,13,Spring 2016,Finished,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
945,Kanojo to Kanojo no Neko: Everything Flows,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21577-yHXqitJ8v3Vq.jpg,https://anilist.co/anime/21577/Kanojo-to-Kanojo-no-Neko-Everything-Flows/,"['Drama', 'Psychological', 'Romance', 'Slice of Life']",74,16377,TV Short,4,Winter 2016,Finished,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
946,Hai to Gensou no Grimgar,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21428-dFVIHeZ8McBe.jpg,https://anilist.co/anime/21428/Hai-to-Gensou-no-Grimgar/,"['Action', 'Adventure', 'Drama', 'Fantasy']",74,63376,TV Show,12,Winter 2016,Finished,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21313-9ob5MHArdsFM.jpg,https://anilist.co/anime/21313/Akagami-no-Shirayukihime-Nandemonai-Takaramono-Kono-Page/,"['Drama', 'Fantasy', 'Romance']",74,8013,OVA,1,Winter 2016,Finished,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
948,Flying Witch,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21284-vQcCLIWt1o5O.png,https://anilist.co/anime/21284/Flying-Witch/,"['Comedy', 'Slice of Life', 'Supernatural']",74,35214,TV Show,12,Spring 2016,Finished,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
949,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21068-FtMxCJjPN0BL.jpg,https://anilist.co/anime/21068/Durararax2-Shou-Watashi-no-Kokoro-wa-Nabe-Moyou/,['Supernatural'],74,8256,Special,1,Spring 2015,Finished,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
