rank,name,link,img_link,Studios,Source,Genres,Popularity,Favorites,type,date,members,score,Watching,Completed,On-Hold,Dropped,Plan_to_Watch,Total,eps,Action,Military,Adventure,Comedy,Drama,Magic,Fantasy,Shounen,Thriller,Sci-Fi,Historical,Parody,Samurai,Super Power,Space,Mystery,Game,Seinen,Slice of Life,School,Romance,Supernatural,Vampire,Mecha,Sports,Psychological,Josei,Music,Horror,Police,Martial Arts,Demons,Shoujo,Dementia,Harem,Ecchi,Shounen Ai,Cars,Kids,Shoujo Ai
163,Major S6,https://myanimelist.net/anime/7655/Major_S6,https://cdn.myanimelist.net/r/100x140/images/anime/2/75216.jpg?s=d59c59d0600fb8684656683ee0162a1f,SynergySP,Manga,"['Comedy', 'Drama', 'Shounen', 'Sports']",2218,417,TV,Apr 2010 - Sep 2010,48174,8.39,1653,37794,742,544,7526,48259,25,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Mahou Shoujo Madoka★Magica,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka★Magica,https://cdn.myanimelist.net/r/100x140/images/anime/11/55225.jpg?s=d6fa81c76d2b5c866a6332740f8002e8,Shaft,Original,"['Psychological', 'Drama', 'Magic', 'Thriller']",66,45473,TV,Jan 2011 - Apr 2011,920248,8.38,36379,667307,22786,19819,175894,922185,12,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Uchuu Senkan Yamato 2199,https://myanimelist.net/anime/12029/Uchuu_Senkan_Yamato_2199,https://cdn.myanimelist.net/r/100x140/images/anime/2/36607.jpg?s=cc61056fb1e84c753051eda3584cfa14,Xebec,Original,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama']",1450,1500,OVA,May 2012 - Oct 2013,89571,8.38,5877,35041,3363,1735,43662,89678,26,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Ookami to Koushinryou II,https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II,https://cdn.myanimelist.net/r/100x140/images/anime/6/59399.jpg?s=db8bf1141b245bd2d47099782b12d5a4,Brain's Base,Light novel,"['Adventure', 'Historical', 'Romance', 'Fantasy']",315,4069,TV,Jul 2009 - Sep 2009,380054,8.37,12450,274739,8625,4064,80806,380684,12,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Sakamichi no Apollon,https://myanimelist.net/anime/12531/Sakamichi_no_Apollon,https://cdn.myanimelist.net/r/100x140/images/anime/12/79781.jpg?s=27cecac3924ea8c158a2fd17537d1a0c,Tezuka Productions,Manga,"['Drama', 'Josei', 'Music', 'Romance', 'School']",480,5714,TV,Apr 2012 - Jun 2012,271477,8.37,11495,153405,7482,5124,94403,271909,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
168,Shingeki no Kyojin: Kuinaki Sentaku,https://myanimelist.net/anime/25781/Shingeki_no_Kyojin__Kuinaki_Sentaku,https://cdn.myanimelist.net/r/100x140/images/anime/8/69497.jpg?s=c3282cf2ae5102589a449914d341a81b,Wit Studio,Visual novel,"['Action', 'Fantasy', 'Shoujo']",451,1473,OVA,Dec 2014 - Apr 2015,285618,8.37,7260,230838,2520,952,44791,286361,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
169,Katanagatari,https://myanimelist.net/anime/6594/Katanagatari,https://cdn.myanimelist.net/r/100x140/images/anime/2/50023.jpg?s=9e6a05b092de3e21708c7563f135209c,White Fox,Light novel,"['Action', 'Adventure', 'Historical', 'Martial Arts', 'Romance']",278,9521,TV,Jan 2010 - Dec 2010,420861,8.37,32586,194391,21209,12447,161149,421782,12,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
170,Bakemonogatari,https://myanimelist.net/anime/5081/Bakemonogatari,https://cdn.myanimelist.net/r/100x140/images/anime/11/75274.jpg?s=ef0c621137c4472e8fc46e3c686b2838,Shaft,Light novel,"['Romance', 'Supernatural', 'Mystery', 'Vampire']",58,39115,TV,Jul 2009 - Jun 2010,999675,8.36,70249,630247,43581,32686,225519,1002282,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Kuroko no Basket 3rd Season,https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/4/68299.jpg?s=19447f1fb164c53a5b1653b13fdc3997,Production I.G,Manga,"['Comedy', 'Sports', 'School', 'Shounen']",231,4268,TV,Jan 2015 - Jun 2015,470318,8.36,23922,383694,8440,4998,50191,471245,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Major: World Series,https://myanimelist.net/anime/11917/Major__World_Series,https://cdn.myanimelist.net/r/100x140/images/anime/5/75220.jpg?s=f9c2488e1b69662cbc6a0d2688343b15,SynergySP,Manga,"['Comedy', 'Drama', 'Shounen', 'Sports']",2966,96,OVA,Dec 2011 - Jan 2012,28341,8.36,483,22459,211,292,4952,28397,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Mobile Suit Gundam: The Origin,https://myanimelist.net/anime/10937/Mobile_Suit_Gundam__The_Origin,https://cdn.myanimelist.net/r/100x140/images/anime/4/72702.jpg?s=bc6f604b9c12e12e7a814a0763cabef4,Sunrise,Manga,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']",2201,562,OVA,Apr 2015 - May 2018,48783,8.36,8884,16704,2734,787,19771,48880,6,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,No Game No Life: Zero,https://myanimelist.net/anime/33674/No_Game_No_Life__Zero,https://cdn.myanimelist.net/r/100x140/images/anime/1085/90759.jpg?s=345a9adc26a9d58688e189f4a3884da0,Madhouse,Light novel,"['Game', 'Supernatural', 'Drama', 'Romance', 'Fantasy']",172,6744,Movie,Jul 2017 - Jul 2017,560550,8.36,14670,383338,4311,3700,155486,561505,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,One Outs,https://myanimelist.net/anime/5040/One_Outs,https://cdn.myanimelist.net/r/100x140/images/anime/13/22669.jpg?s=7434844d516c3da0899d2e16b73debb3,Madhouse,Manga,"['Sports', 'Psychological', 'Seinen']",793,3253,TV,Oct 2008 - Apr 2009,173633,8.36,8587,103738,6137,4692,50908,174062,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Romeo no Aoi Sora,https://myanimelist.net/anime/2559/Romeo_no_Aoi_Sora,https://cdn.myanimelist.net/r/100x140/images/anime/4/17979.jpg?s=a3db154d8fcdcba36b6bfd1d380d3466,Nippon Animation,Novel,"['Adventure', 'Drama', 'Historical', 'Slice of Life']",2649,493,TV,Jan 1995 - Dec 1995,34976,8.36,1410,15949,892,626,16205,35082,33,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Shinsekai yori,https://myanimelist.net/anime/13125/Shinsekai_yori,https://cdn.myanimelist.net/r/100x140/images/anime/12/36775.jpg?s=0460f9a3099a4bdfbd32fe0775b6ddea,A-1 Pictures,Novel,"['Drama', 'Horror', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']",153,20088,TV,Sep 2012 - Mar 2013,591641,8.36,42797,246771,29050,25817,248154,592589,25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
178,Shirobako,https://myanimelist.net/anime/25835/Shirobako,https://cdn.myanimelist.net/r/100x140/images/anime/1918/93511.jpg?s=8a74ea993be092f550b80a710ca0efb3,P.A. Works,Original,"['Comedy', 'Drama']",363,5786,TV,Oct 2014 - Mar 2015,333612,8.36,26673,124396,18929,12630,151341,333969,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Steins;Gate: Oukoubakko no Poriomania,https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania,https://cdn.myanimelist.net/r/100x140/images/anime/7/36531.jpg?s=7a82085f58e430cdf020eddda8a91a29,White Fox,Visual novel,"['Sci-Fi', 'Comedy', 'Thriller']",376,770,Special,Feb 2012 - Feb 2012,324178,8.36,3758,276119,1316,652,42916,324761,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Shelter,https://myanimelist.net/anime/34240/Shelter,https://cdn.myanimelist.net/r/100x140/images/anime/5/82388.jpg?s=a31d21a89abbed97a95aa7dbb4ce9892,A-1 Pictures,Music,"['Sci-Fi', 'Music']",523,2257,Music,Oct 2016 - Oct 2016,253569,8.35,3574,224503,514,451,24810,253852,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
181,Bakemono no Ko,https://myanimelist.net/anime/28805/Bakemono_no_Ko,https://cdn.myanimelist.net/r/100x140/images/anime/11/73540.jpg?s=e7f5711547f4ec0937788cdddfd72141,Studio Chizu,Original,"['Adventure', 'Supernatural']",444,2558,Movie,Jul 2015 - Jul 2015,288555,8.35,6212,201042,1781,644,79285,288964,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Dr. Stone,https://myanimelist.net/anime/38691/Dr_Stone,https://cdn.myanimelist.net/r/100x140/images/anime/1613/102576.jpg?s=864bc37b1317c837d99209f0fdb40a5d,TMS Entertainment,Manga,"['Sci-Fi', 'Adventure', 'Shounen']",93,13407,TV,Jul 2019 - Dec 2019,788554,8.35,121882,501258,23886,24915,118749,790690,24,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Evangelion: 2.0 You Can (Not) Advance,https://myanimelist.net/anime/3784/Evangelion__20_You_Can_Not_Advance,https://cdn.myanimelist.net/r/100x140/images/anime/5/74983.jpg?s=63d2a8200e7d4433587cfd57fafd6b43,Khara,Original,"['Action', 'Sci-Fi', 'Psychological', 'Drama', 'Mecha']",367,2671,Movie,Jul 2009 - Jul 2009,331236,8.35,4362,262862,1928,851,61999,332002,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Fate/Zero,https://myanimelist.net/anime/10087/Fate_Zero,https://cdn.myanimelist.net/r/100x140/images/anime/2/73249.jpg?s=71283c48105796ede0fc0b9da49f5f1e,ufotable,Light novel,"['Action', 'Supernatural', 'Magic', 'Fantasy']",57,28871,TV,Oct 2011 - Dec 2011,1017346,8.35,44601,725132,22592,15359,212181,1019865,13,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Kemono no Souja Erin,https://myanimelist.net/anime/5420/Kemono_no_Souja_Erin,https://cdn.myanimelist.net/r/100x140/images/anime/9/19845.jpg?s=02f5b182ec4c53188e0c3b9b8e2e3ec6,Production I.G,Novel,"['Drama', 'Fantasy', 'Slice of Life']",1790,1365,TV,Jan 2009 - Dec 2009,66618,8.35,4144,18402,3332,2314,38525,66717,50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Kino no Tabi: The Beautiful World,https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World,https://cdn.myanimelist.net/r/100x140/images/anime/1763/95397.jpg?s=9023980cf60abd48a1ff854f8b078c74,A.C.G.T.,Light novel,"['Action', 'Adventure', 'Psychological', 'Slice of Life']",632,5710,TV,Apr 2003 - Jul 2003,212823,8.35,11799,83166,8275,4832,105336,213408,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Natsume Yuujinchou: Itsuka Yuki no Hi ni,https://myanimelist.net/anime/20651/Natsume_Yuujinchou__Itsuka_Yuki_no_Hi_ni,https://cdn.myanimelist.net/r/100x140/images/anime/11/79742.jpg?s=0e4e477e7f1ef2c4a7401d19507ff2cb,Brain's Base,Manga,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",1925,103,OVA,Feb 2014 - Feb 2014,60118,8.35,1288,38797,521,276,19311,60193,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
188,Diamond no Ace: Second Season,https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season,https://cdn.myanimelist.net/r/100x140/images/anime/9/74398.jpg?s=9739fb1cd612cd30d8efa08591783916,Production I.G,Manga,"['Comedy', 'Sports', 'School', 'Shounen']",1372,883,TV,Apr 2015 - Mar 2016,95099,8.34,9081,64703,3565,1960,15937,95246,51,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Fate/stay night: Unlimited Blade Works 2nd Season,https://myanimelist.net/anime/28701/Fate_stay_night__Unlimited_Blade_Works_2nd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/11/72863.jpg?s=0c694158cffe2d3784ba7e170a6b59b8,ufotable,Visual novel,"['Action', 'Fantasy', 'Magic', 'Supernatural']",174,6603,TV,Apr 2015 - Jun 2015,557941,8.34,16157,467226,4835,3329,67480,559027,13,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Gintama: Shiroyasha Koutan,https://myanimelist.net/anime/6945/Gintama__Shiroyasha_Koutan,https://cdn.myanimelist.net/r/100x140/images/anime/6/16161.jpg?s=f80a61382ced70ad9092d1fabe294611,Sunrise,Manga,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody']",2152,94,Special,Sep 2008 - Sep 2008,50994,8.34,963,37196,429,348,12166,51102,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Hunter x Hunter: Original Video Animation,https://myanimelist.net/anime/137/Hunter_x_Hunter__Original_Video_Animation,https://cdn.myanimelist.net/r/100x140/images/anime/1/137.jpg?s=b06da124d29d5d47246b505d2f69410b,Nippon Animation,Manga,"['Action', 'Adventure', 'Super Power', 'Shounen']",1342,387,OVA,Jan 2002 - Apr 2002,97754,8.34,1984,78389,776,737,16076,97962,8,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,K-On! Movie,https://myanimelist.net/anime/9617/K-On_Movie,https://cdn.myanimelist.net/r/100x140/images/anime/5/76233.jpg?s=e368c37ed1e278fde4c577d771db0d01,Kyoto Animation,4-koma manga,"['Music', 'Slice of Life', 'Comedy']",599,1946,Movie,Dec 2011 - Dec 2011,223586,8.34,3130,171939,1469,791,46825,224154,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,Natsume Yuujinchou,https://myanimelist.net/anime/4081/Natsume_Yuujinchou,https://cdn.myanimelist.net/r/100x140/images/anime/1681/108439.jpg?s=91df43a16d395ba84d5b4e0db6a1d849,Brain's Base,Manga,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",303,13139,TV,Jul 2008 - Sep 2008,393067,8.34,24667,175773,16677,9288,167494,393899,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
194,Tonari no Totoro,https://myanimelist.net/anime/523/Tonari_no_Totoro,https://cdn.myanimelist.net/r/100x140/images/anime/4/75923.jpg?s=eb1daea942661a32bec2711046be516d,Studio Ghibli,Original,"['Adventure', 'Comedy', 'Supernatural']",123,6331,Movie,Apr 1988 - Apr 1988,667325,8.34,7475,573851,2342,1033,85039,669740,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,NHK ni Youkoso!,https://myanimelist.net/anime/1210/NHK_ni_Youkoso,https://cdn.myanimelist.net/r/100x140/images/anime/3/52675.jpg?s=5b8c16f588a675d58975ff97ba2398e4,Gonzo,Novel,"['Comedy', 'Psychological', 'Drama', 'Romance']",192,20627,TV,Jul 2006 - Dec 2006,524961,8.33,28186,294484,22717,14957,165781,526125,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Nodame Cantabile,https://myanimelist.net/anime/1698/Nodame_Cantabile,https://cdn.myanimelist.net/r/100x140/images/anime/9/11986.jpg?s=4c616e745679aeebdb3f418e2b6c8c58,J.C.Staff,Manga,"['Music', 'Slice of Life', 'Comedy', 'Drama', 'Romance', 'Josei']",526,4854,TV,Jan 2007 - Jun 2007,253140,8.33,10924,132978,9097,6597,93922,253518,23,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
197,Quanzhi Gaoshou Specials,https://myanimelist.net/anime/37078/Quanzhi_Gaoshou_Specials,https://cdn.myanimelist.net/r/100x140/images/anime/1825/91514.jpg?s=1bd5989a5261674345626b702a0cd995,add some,Novel,"['Action', 'Game']",1675,345,ONA,Apr 2018 - May 2018,73918,8.33,3145,51277,542,447,18593,74004,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Shokugeki no Souma,https://myanimelist.net/anime/28171/Shokugeki_no_Souma,https://cdn.myanimelist.net/r/100x140/images/anime/3/72943.jpg?s=0d228c37f3e8acb62d536de6f0dfeb29,J.C.Staff,Manga,"['Ecchi', 'School', 'Shounen']",50,21074,TV,Apr 2015 - Sep 2015,1075017,8.33,66191,816357,24686,24776,145306,1077316,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
199,Versailles no Bara,https://myanimelist.net/anime/338/Versailles_no_Bara,https://cdn.myanimelist.net/r/100x140/images/anime/9/57043.jpg?s=1d8f1c83bac0a42a00977a7db13029d8,Tokyo Movie Shinsha,Manga,"['Military', 'Historical', 'Drama', 'Romance', 'Shoujo']",1816,2292,TV,Oct 1979 - Sep 1980,64815,8.33,4050,24002,3662,2221,31062,64997,40,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",https://myanimelist.net/anime/37095/Violet_Evergarden__Kitto_Ai_wo_Shiru_Hi_ga_Kuru_no_Darou,https://cdn.myanimelist.net/r/100x140/images/anime/9/89993.jpg?s=76df2f5abedaa346090b311988733f9a,Kyoto Animation,Light novel,"['Drama', 'Fantasy', 'Slice of Life']",866,422,Special,Jul 2018 - Jul 2018,160020,8.33,2627,119825,765,348,36773,160338,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Golden Kamuy 3rd Season,https://myanimelist.net/anime/40059/Golden_Kamuy_3rd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/1763/108108.jpg?s=ee2b0b91c7d0141a437ad2cdef03bc27,Geno Studio,Manga,"['Action', 'Adventure', 'Historical', 'Seinen']",2166,144,TV,Oct 2020 -,50429,8.33,23311,9,499,177,26426,50422,12,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Luo Xiao Hei Zhan Ji (Movie),https://myanimelist.net/anime/40211/Luo_Xiao_Hei_Zhan_Ji_Movie,https://cdn.myanimelist.net/r/100x140/images/anime/1583/108598.jpg?s=a903b866489edd7036ab310af0bb9388,add some,Original,"['Adventure', 'Drama', 'Fantasy']",5881,91,Movie,Sep 2019 - Sep 2019,5929,8.33,345,1917,86,92,3527,5967,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Made in Abyss Movie 2: Hourou Suru Tasogare,https://myanimelist.net/anime/37515/Made_in_Abyss_Movie_2__Hourou_Suru_Tasogare,https://cdn.myanimelist.net/r/100x140/images/anime/1336/95168.jpg?s=8d169ecea8eb9b265528083227176ddf,Kinema Citrus,Web manga,"['Sci-Fi', 'Adventure', 'Mystery', 'Drama', 'Fantasy']",2083,96,Movie,Jan 2019 - Jan 2019,53225,8.33,1353,16186,523,559,34748,53369,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Natsume Yuujinchou Go Specials,https://myanimelist.net/anime/34534/Natsume_Yuujinchou_Go_Specials,https://cdn.myanimelist.net/r/100x140/images/anime/3/84887.jpg?s=f7bb5cae766ddc3c18314b092d1b0e86,Shuka,Manga,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",2851,61,Special,Mar 2017 - Apr 2017,30581,8.33,998,19515,394,187,9526,30620,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
205,Beck,https://myanimelist.net/anime/57/Beck,https://cdn.myanimelist.net/r/100x140/images/anime/11/11636.jpg?s=fa13c3472fa5aa66ed4aea5560dd1b03,Madhouse,Manga,"['Comedy', 'Drama', 'Music', 'Shounen', 'Slice of Life']",546,6806,TV,Oct 2004 - Mar 2005,244377,8.32,10002,129616,9834,8257,87219,244928,26,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206,Detective Conan Movie 06: The Phantom of Baker Street,https://myanimelist.net/anime/1365/Detective_Conan_Movie_06__The_Phantom_of_Baker_Street,https://cdn.myanimelist.net/r/100x140/images/anime/1400/94320.jpg?s=e7c104d767499f1ca3ed1b339879dd29,TMS Entertainment,Manga,"['Adventure', 'Mystery', 'Police', 'Shounen']",2023,189,Movie,Apr 2002 - Apr 2002,55645,8.32,881,49139,316,386,5065,55787,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,Kono Subarashii Sekai ni Shukufuku wo! 2,https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2,https://cdn.myanimelist.net/r/100x140/images/anime/2/83188.jpg?s=bd94394c9a1223b601c43a88dee73fd3,Studio Deen,Light novel,"['Adventure', 'Comedy', 'Parody', 'Supernatural', 'Magic', 'Fantasy']",69,10235,TV,Jan 2017 - Mar 2017,900674,8.32,40163,747756,10958,7917,95766,902560,10,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Rurouni Kenshin: Meiji Kenkaku Romantan,https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan,https://cdn.myanimelist.net/r/100x140/images/anime/7/6803.jpg?s=838da82a7349180269607c683a2a59fa,Gallop,Manga,"['Action', 'Adventure', 'Comedy', 'Historical', 'Romance', 'Samurai', 'Shounen']",323,11018,TV,Jan 1996 - Sep 1998,370585,8.32,28653,208813,29709,17982,86170,371327,94,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Stranger: Mukou Hadan,https://myanimelist.net/anime/2418/Stranger__Mukou_Hadan,https://cdn.myanimelist.net/r/100x140/images/anime/9/87066.jpg?s=60c358b0c62a46802094099d3cf59f66,Bones,Original,"['Action', 'Adventure', 'Historical', 'Samurai']",536,2656,Movie,Sep 2007 - Sep 2007,248984,8.32,5758,157604,1823,604,83629,249418,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Tenkuu no Shiro Laputa,https://myanimelist.net/anime/513/Tenkuu_no_Shiro_Laputa,https://cdn.myanimelist.net/r/100x140/images/anime/5/37799.jpg?s=04c74ef654dbe70f4736a386f9ca67ad,Studio Ghibli,Original,"['Adventure', 'Fantasy', 'Romance', 'Sci-Fi']",397,2890,Movie,Aug 1986 - Aug 1986,314247,8.32,3470,261964,1421,593,47791,315239,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Tsubasa: Tokyo Revelations,https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations,https://cdn.myanimelist.net/r/100x140/images/anime/4/49129.jpg?s=46088fe689a3476d0a223ad1f2441285,Production I.G,Manga,"['Action', 'Adventure', 'Drama', 'Romance', 'Fantasy', 'Shounen']",1575,891,OVA,Nov 2007 - Mar 2008,80227,8.32,1868,55454,1278,830,20879,80309,3,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
